ENTITY_CD,ENTITY_NAME,YEAR,NUM_FREE_LUNCH,PER_FREE_LUNCH,NUM_REDUCED_LUNCH,PER_REDUCED_LUNCH
580104030000,LINDENHURST UNION FREE SCHOOL DISTRICT,2019,1662,29,226,4
580104030001,ALBANY AVENUE SCHOOL,2019,141,34,11,3
580104030002,ALLEGHANY AVENUE SCHOOL,2019,105,33,12,4
580104030003,DANIEL STREET SCHOOL,2019,153,29,20,4
580104030005,HARDING AVENUE SCHOOL,2019,75,25,4,1
580104030008,WILLIAM RALL SCHOOL,2019,184,35,19,4
580104030009,WEST GATES AVENUE SCHOOL,2019,95,28,19,6
580104030010,LINDENHURST SENIOR HIGH SCHOOL,2019,492,26,69,4
580104030011,LINDENHURST MIDDLE SCHOOL,2019,417,31,72,5
580105030000,COPIAGUE UNION FREE SCHOOL DISTRICT,2019,3117,63,317,6
580105030001,DEAUVILLE GARDENS EAST ELEMENTARY SCHOOL,2019,257,58,23,5
580105030002,GREAT NECK ROAD ELEMENTARY SCHOOL,2019,327,63,38,7
580105030004,SUSAN E WILEY SCHOOL,2019,481,63,45,6
580105030005,WALTER G O'CONNELL COPIAGUE HIGH SCHOOL,2019,973,61,120,8
580105030006,COPIAGUE MIDDLE SCHOOL,2019,788,69,69,6
580105030007,DEAUVILLE GARDENS WEST ELEMENTARY SCHOOL,2019,291,63,22,5
580106030000,AMITYVILLE UNION FREE SCHOOL DISTRICT,2019,2091,71,225,8
580106030001,NORTHEAST SCHOOL,2019,129,63,11,5
580106030002,NORTHWEST ELEMENTARY SCHOOL,2019,495,74,45,7
580106030003,PARK AVENUE SCHOOL,2019,517,73,60,8
580106030004,EDMUND W MILES MIDDLE SCHOOL,2019,456,74,49,8
580106030005,AMITYVILLE MEMORIAL HIGH SCHOOL,2019,494,67,60,8
580107030000,DEER PARK UNION FREE SCHOOL DISTRICT,2019,1518,38,242,6
580107030001,MAY MOORE PRIMARY SCHOOL,2019,134,35,25,7
580107030004,JOHN QUINCY ADAMS PRIMARY SCHOOL,2019,141,37,16,4
580107030007,DEER PARK HIGH SCHOOL,2019,498,37,84,6
580107030008,JOHN F KENNEDY INTERMEDIATE SCHOOL,2019,365,40,55,6
580107030009,ROBERT FROST MIDDLE SCHOOL,2019,380,40,62,7
580109020000,WYANDANCH UNION FREE SCHOOL DISTRICT,2019,2060,77,75,3
580109020001,MARTIN LUTHER KING ELEMENTARY SCHOOL,2019,531,80,20,3
580109020003,WYANDANCH MEMORIAL HIGH SCHOOL,2019,595,77,29,4
580109020004,MILTON L OLIVE MIDDLE SCHOOL,2019,468,81,10,2
580109020006,LA FRANCIS HARDIMAN ELEMENTARY SCHOOL,2019,466,70,16,2
580201060000,THREE VILLAGE CENTRAL SCHOOL DISTRICT,2019,524,9,71,1
580201060003,ARROWHEAD ELEMENTARY SCHOOL,2019,62,11,6,1
580201060004,NASSAKEAG ELEMENTARY SCHOOL,2019,17,4,4,1
580201060005,WARD MELVILLE SENIOR HIGH SCHOOL,2019,170,10,23,1
580201060006,WILLIAM SIDNEY MOUNT SCHOOL,2019,48,10,11,2
580201060007,SETAUKET ELEMENTARY SCHOOL,2019,33,5,9,1
580201060008,MINNESAUKE ELEMENTARY SCHOOL,2019,48,8,1,0
580201060009,PAUL J GELINAS JUNIOR HIGH SCHOOL,2019,63,8,5,1
580201060010,ROBERT CUSHMAN MURPHY JUNIOR HIGH SCHOOL,2019,83,12,12,2
580203020000,BROOKHAVEN-COMSEWOGUE UNION FREE SCHOOL DISTRICT,2019,863,23,113,3
580203020001,TERRYVILLE ROAD SCHOOL,2019,155,31,17,3
580203020002,NORWOOD AVENUE SCHOOL,2019,42,12,6,2
580203020004,JOHN F KENNEDY MIDDLE SCHOOL,2019,187,22,32,4
580203020005,CLINTON AVENUE SCHOOL,2019,95,22,11,3
580203020007,BOYLE ROAD ELEMENTARY SCHOOL,2019,62,19,9,3
580203020008,COMSEWOGUE HIGH SCHOOL,2019,322,25,38,3
580205060000,SACHEM CENTRAL SCHOOL DISTRICT,2019,2824,22,341,3
580205060002,GRUNDY AVENUE SCHOOL,2019,76,15,16,3
580205060003,HIAWATHA SCHOOL,2019,181,32,11,2
580205060004,LYNWOOD AVENUE SCHOOL,2019,203,31,17,3
580205060005,NOKOMIS SCHOOL,2019,102,20,18,4
580205060006,WAVERLY AVENUE SCHOOL,2019,114,22,14,3
580205060007,SAGAMORE MIDDLE SCHOOL,2019,263,26,32,3
580205060011,SENECA MIDDLE SCHOOL,2019,210,20,24,2
580205060012,WENONAH SCHOOL,2019,78,16,7,1
580205060013,CAYUGA SCHOOL,2019,147,28,22,4
580205060014,MERRIMAC SCHOOL,2019,106,23,5,1
580205060015,CHIPPEWA ELEMENTARY SCHOOL,2019,118,21,15,3
580205060018,TAMARAC ELEMENTARY SCHOOL,2019,70,15,16,3
580205060019,SACHEM HIGH SCHOOL NORTH,2019,497,23,60,3
580205060020,SACHEM HIGH SCHOOL EAST,2019,437,20,56,3
580205060022,SAMOSET MIDDLE SCHOOL,2019,222,23,28,3
580206020000,PORT JEFFERSON UNION FREE SCHOOL DISTRICT,2019,77,7,5,0
580206020002,PORT JEFFERSON MIDDLE SCHOOL,2019,16,6,1,0
580206020003,EARL L VANDERMEULEN HIGH SCHOOL,2019,25,7,0,0
580206020004,PORT JEFFERSON ELEMENTARY SCHOOL,2019,36,8,4,1
580207020000,MOUNT SINAI UNION FREE SCHOOL DISTRICT,2019,187,8,13,1
580207020001,MOUNT SINAI ELEMENTARY SCHOOL,2019,57,8,5,1
580207020002,MOUNT SINAI MIDDLE SCHOOL,2019,67,10,6,1
580207020003,MOUNT SINAI HIGH SCHOOL,2019,63,8,2,0
580208020000,MILLER PLACE UNION FREE SCHOOL DISTRICT,2019,315,12,48,2
580208020001,NORTH COUNTRY ROAD SCHOOL,2019,68,11,13,2
580208020002,ANDREW MULLER PRIMARY SCHOOL,2019,60,13,8,2
580208020003,MILLER PLACE HIGH SCHOOL,2019,110,13,20,2
580208020004,SOUND BEACH SCHOOL,2019,77,14,7,1
580209020000,ROCKY POINT UNION FREE SCHOOL DISTRICT,2019,781,26,126,4
580209020001,JOSEPH A EDGAR IMTERMEDIATE SCHOOL,2019,189,30,33,5
580209020002,ROCKY POINT HIGH SCHOOL,2019,249,25,46,5
580209020003,FRANK J CARASITI ELEMENTARY SCHOOL,2019,159,27,18,3
580209020004,ROCKY POINT MIDDLE SCHOOL,2019,184,25,29,4
580211060000,MIDDLE COUNTRY CENTRAL SCHOOL DISTRICT,2019,2025,22,274,3
580211060002,HAWKINS PATH SCHOOL,2019,67,24,9,3
580211060003,HOLBROOK ROAD SCHOOL,2019,56,15,9,2
580211060004,NORTH COLEMAN ROAD SCHOOL,2019,60,22,12,4
580211060005,OXHEAD ROAD SCHOOL,2019,124,29,16,4
580211060006,BICYCLE PATH KINDERGARTEN-PRE K CENTER,2019,67,24,5,2
580211060007,EUGENE AUER MEMORIAL SCHOOL,2019,48,18,6,2
580211060009,DAWNWOOD MIDDLE SCHOOL,2019,269,25,36,3
580211060010,NEWFIELD HIGH SCHOOL,2019,332,22,44,3
580211060011,SELDEN MIDDLE SCHOOL,2019,227,22,32,3
580211060014,STAGECOACH SCHOOL,2019,131,32,12,3
580211060015,JERICHO ELEMENTARY SCHOOL,2019,85,23,16,4
580211060016,CENTEREACH HIGH SCHOOL,2019,296,19,42,3
580211060017,NEW LANE MEMORIAL ELEMENTARY SCHOOL,2019,207,24,24,3
580211060018,UNITY DRIVE KINDERGARTEN-PRE K CENTER,2019,56,18,11,4
580212060000,LONGWOOD CENTRAL SCHOOL DISTRICT,2019,4102,45,493,5
580212060001,C E WALTERS SCHOOL,2019,348,48,40,6
580212060002,CORAM ELEMENTARY SCHOOL,2019,541,49,65,6
580212060003,RIDGE ELEMENTARY SCHOOL,2019,302,40,26,3
580212060004,WEST MIDDLE ISLAND SCHOOL,2019,373,49,25,3
580212060005,LONGWOOD HIGH SCHOOL,2019,1209,42,196,7
580212060006,LONGWOOD JUNIOR HIGH SCHOOL,2019,673,45,74,5
580212060007,LONGWOOD MIDDLE SCHOOL,2019,656,46,67,5
580224030000,PATCHOGUE-MEDFORD UNION FREE SCHOOL DISTRICT,2019,3280,44,540,7
580224030001,BARTON ELEMENTARY SCHOOL,2019,170,33,35,7
580224030002,TREMONT ELEMENTARY SCHOOL,2019,132,30,19,4
580224030003,BAY ELEMENTARY SCHOOL,2019,176,51,13,4
580224030004,MEDFORD ELEMENTARY SCHOOL,2019,249,48,39,8
580224030005,RIVER ELEMENTARY SCHOOL,2019,183,56,16,5
580224030006,OREGON MIDDLE SCHOOL,2019,215,39,49,9
580224030007,SOUTH OCEAN MIDDLE SCHOOL,2019,261,54,31,6
580224030008,PATCHOGUE-MEDFORD HIGH SCHOOL,2019,1050,43,173,7
580224030009,EAGLE ELEMENTARY SCHOOL,2019,264,45,50,9
580224030010,CANAAN ELEMENTARY SCHOOL,2019,256,46,55,10
580224030011,SAXTON MIDDLE SCHOOL,2019,324,49,60,9
580232030000,WILLIAM FLOYD UNION FREE SCHOOL DISTRICT,2019,4995,57,512,6
580232030002,WILLIAM FLOYD HIGH SCHOOL,2019,1444,53,166,6
580232030004,WILLIAM FLOYD ELEMENTARY SCHOOL,2019,380,53,47,7
580232030005,TANGIER SMITH ELEMENTARY SCHOOL,2019,471,63,41,5
580232030006,MORICHES ELEMENTARY SCHOOL,2019,509,61,46,5
580232030008,JOHN S HOBART ELEMENTARY SCHOOL,2019,567,65,55,6
580232030010,WILLIAM FLOYD MIDDLE SCHOOL,2019,593,54,72,7
580232030011,NATHANIEL WOODHULL ELEMENTARY SCHOOL,2019,348,53,27,4
580232030012,WILLIAM PACA MIDDLE SCHOOL,2019,649,62,57,5
580232030014,WILLIAM FLOYD LEARNING CENTER,2019,34,83,1,2
580233020000,CENTER MORICHES UNION FREE SCHOOL DISTRICT,2019,299,19,40,3
580233020001,CENTER MORICHES HIGH SCHOOL,2019,94,16,21,4
580233020002,CENTER MORICHES MIDDLE SCHOOL,2019,68,17,12,3
580233020003,CLAYTON HUEY ELEMENTARY SCHOOL,2019,137,23,7,1
580234020000,EAST MORICHES UNION FREE SCHOOL DISTRICT,2019,110,15,13,2
580234020001,EAST MORICHES SCHOOL,2019,48,14,5,1
580234020002,EAST MORICHES ELEMENTARY SCHOOL,2019,62,17,8,2
580235060000,SOUTH COUNTRY CENTRAL SCHOOL DISTRICT,2019,2091,51,201,5
580235060002,KREAMER STREET ELEMENTARY SCHOOL,2019,159,44,27,7
580235060003,BROOKHAVEN ELEMENTARY SCHOOL,2019,250,53,23,5
580235060004,BELLPORT MIDDLE SCHOOL,2019,512,51,45,4
580235060005,FRANK P LONG INTERMEDIATE SCHOOL,2019,350,57,25,4
580235060006,BELLPORT SENIOR HIGH SCHOOL,2019,669,50,67,5
580235060007,VERNE W CRITZ ELEMENTARY SCHOOL,2019,151,50,14,5
580301020000,EAST HAMPTON UNION FREE SCHOOL DISTRICT,2019,693,39,103,6
580301020001,JOHN M MARSHALL ELEMENTARY SCHOOL,2019,229,46,34,7
580301020002,EAST HAMPTON HIGH SCHOOL,2019,313,34,57,6
580301020003,EAST HAMPTON MIDDLE SCHOOL,2019,151,44,12,3
580302080000,WAINSCOTT COMMON SCHOOL DISTRICT,2019,1,4,0,0
580302080001,WAINSCOTT SCHOOL,2019,1,4,0,0
580303020000,AMAGANSETT UNION FREE SCHOOL DISTRICT,2019,0,0,0,0
580303020001,AMAGANSETT SCHOOL,2019,0,0,0,0
580304020000,SPRINGS UNION FREE SCHOOL DISTRICT,2019,44,6,7,1
580304020001,SPRINGS SCHOOL,2019,44,6,7,1
580305020000,SAG HARBOR UNION FREE SCHOOL DISTRICT,2019,149,16,0,0
580305020001,SAG HARBOR ELEMENTARY SCHOOL,2019,57,15,0,0
580305020004,PIERSON MIDDLE/HIGH SCHOOL,2019,92,17,0,0
580306020000,MONTAUK UNION FREE SCHOOL DISTRICT,2019,0,0,0,0
580306020001,MONTAUK SCHOOL,2019,0,0,0,0
580401020000,ELWOOD UNION FREE SCHOOL DISTRICT,2019,396,19,49,2
580401020001,JAMES H BOYD ELEMENTARY SCHOOL,2019,102,22,13,3
580401020003,ELWOOD/JOHN GLENN HIGH SCHOOL,2019,116,17,11,2
580401020004,HARLEY AVENUE ELEMENTARY SCHOOL,2019,70,18,10,3
580401020005,ELWOOD MIDDLE SCHOOL,2019,108,20,15,3
580402060000,COLD SPRING HARBOR CENTRAL SCHOOL DISTRICT,2019,44,3,0,0
580402060002,LLOYD HARBOR SCHOOL,2019,12,3,0,0
580402060003,WEST SIDE SCHOOL,2019,5,2,0,0
580402060004,COLD SPRING HARBOR HIGH SCHOOL,2019,25,3,0,0
580402060005,GOOSEHILL PRIMARY CENTER,2019,2,1,0,0
580403030000,HUNTINGTON UNION FREE SCHOOL DISTRICT,2019,2221,50,183,4
580403030002,SOUTHDOWN SCHOOL,2019,152,51,8,3
580403030004,FLOWER HILL SCHOOL,2019,142,48,9,3
580403030005,JEFFERSON SCHOOL,2019,151,51,14,5
580403030009,WASHINGTON SCHOOL,2019,176,53,13,4
580403030010,JACK ABRAMS STEM MAGNET SCHOOL,2019,216,45,17,4
580403030013,HUNTINGTON HIGH SCHOOL,2019,713,48,65,4
580403030014,J TAYLOR FINLEY MIDDLE SCHOOL,2019,346,50,29,4
580403030017,WOODHULL INTERMEDIATE SCHOOL,2019,325,60,28,5
580404030000,NORTHPORT-EAST NORTHPORT UNION FREE SCHOOL DISTRICT,2019,633,12,65,1
580404030001,DICKINSON AVENUE ELEMENTARY SCHOOL,2019,71,17,5,1
580404030002,FIFTH AVENUE ELEMENTARY SCHOOL,2019,25,7,4,1
580404030004,NORWOOD AVENUE SCHOOL,2019,14,5,0,0
580404030005,OCEAN AVENUE SCHOOL,2019,22,7,3,1
580404030006,PULASKI ROAD SCHOOL,2019,80,22,8,2
580404030007,EAST NORTHPORT MIDDLE SCHOOL,2019,88,14,14,2
580404030008,NORTHPORT MIDDLE SCHOOL,2019,58,9,4,1
580404030009,NORTHPORT SENIOR HIGH SCHOOL,2019,244,13,26,1
580404030011,BELLEROSE ELEMENTARY SCHOOL,2019,31,11,1,0
580405060000,HALF HOLLOW HILLS CENTRAL SCHOOL DISTRICT,2019,1337,17,140,2
580405060001,OTSEGO ELEMENTARY SCHOOL,2019,122,22,7,1
580405060003,SUNQUAM ELEMENTARY SCHOOL,2019,79,15,9,2
580405060008,CANDLEWOOD MIDDLE SCHOOL,2019,132,17,14,2
580405060010,HALF HOLLOW HILLS HIGH SCHOOL EAST,2019,277,16,28,2
580405060011,VANDERBILT ELEMENTARY SCHOOL,2019,108,15,11,2
580405060012,PAUMANOK ELEMENTARY SCHOOL,2019,117,21,9,2
580405060013,SIGNAL HILL ELEMENTARY SCHOOL,2019,104,15,12,2
580405060014,WEST HOLLOW MIDDLE SCHOOL,2019,181,16,27,2
580405060016,HALF HOLLOW HILLS HIGH SCHOOL WEST,2019,217,18,23,2
580406060000,HARBORFIELDS CENTRAL SCHOOL DISTRICT,2019,408,14,35,1
580406060001,WASHINGTON DRIVE PRIMARY SCHOOL,2019,56,10,7,1
580406060005,OLDFIELD MIDDLE SCHOOL,2019,101,14,11,1
580406060007,HARBORFIELDS HIGH SCHOOL,2019,141,13,11,1
580406060009,THOMAS J LAHEY ELEMENTARY SCHOOL,2019,110,16,6,1
580410030000,COMMACK UNION FREE SCHOOL DISTRICT,2019,619,10,39,1
580410030005,INDIAN HOLLOW SCHOOL,2019,17,6,1,0
580410030008,NORTH RIDGE SCHOOL,2019,30,8,1,0
580410030014,WOOD PARK SCHOOL,2019,27,9,0,0
580410030017,COMMACK HIGH SCHOOL,2019,251,11,19,1
580410030018,ROLLING HILLS SCHOOL,2019,24,11,2,1
580410030019,COMMACK MIDDLE SCHOOL,2019,127,9,8,1
580410030020,BURR INTERMEDIATE SCHOOL,2019,73,11,4,1
580410030021,SAWMILL INTERMEDIATE SCHOOL,2019,70,13,4,1
580413030000,SOUTH HUNTINGTON UNION FREE SCHOOL DISTRICT,2019,2726,48,166,3
580413030003,OAKWOOD PRIMARY CENTER,2019,288,49,10,2
580413030005,SILAS WOOD 6TH GRADE CENTER,2019,214,48,16,4
580413030008,BIRCHWOOD INTERMEDIATE SCHOOL,2019,338,54,17,3
580413030009,COUNTRYWOOD PRIMARY CENTER,2019,253,43,15,3
580413030011,WALT WHITMAN HIGH SCHOOL,2019,899,47,58,3
580413030012,MAPLEWOOD INTERMEDIATE SCHOOL,2019,302,48,20,3
580413030013,HENRY L STIMSON MIDDLE SCHOOL,2019,432,46,30,3
580501030000,BAY SHORE UNION FREE SCHOOL DISTRICT,2019,2987,50,466,8
580501030001,BROOK AVENUE ELEMENTARY SCHOOL,2019,215,57,35,9
580501030002,GARDINER MANOR SCHOOL,2019,430,54,61,8
580501030003,MARY G CLARKSON SCHOOL,2019,257,46,39,7
580501030004,FIFTH AVENUE SCHOOL,2019,169,49,16,5
580501030005,SOUTH COUNTRY SCHOOL,2019,262,49,34,6
580501030006,BAY SHORE SENIOR HIGH SCHOOL,2019,948,49,164,8
580501030007,BAY SHORE MIDDLE SCHOOL,2019,706,51,117,8
580502020000,ISLIP UNION FREE SCHOOL DISTRICT,2019,728,26,130,5
580502020001,ISLIP HIGH SCHOOL,2019,237,25,38,4
580502020002,COMMACK ROAD ELEMENTARY SCHOOL,2019,155,32,27,5
580502020004,ISLIP MIDDLE SCHOOL,2019,170,26,39,6
580502020005,MAUD S SHERWOOD ELEMENTARY SCHOOL,2019,83,26,8,2
580502020006,WING ELEMENTARY SCHOOL,2019,83,25,18,5
580503030000,EAST ISLIP UNION FREE SCHOOL DISTRICT,2019,718,20,104,3
580503030001,CONNETQUOT ELEMENTARY SCHOOL,2019,81,24,9,3
580503030003,JOHN F KENNEDY ELEMENTARY SCHOOL,2019,68,15,7,2
580503030004,TIMBER POINT ELEMENTARY SCHOOL,2019,55,14,3,1
580503030006,EAST ISLIP HIGH SCHOOL,2019,240,20,34,3
580503030007,RUTH C KINNEY ELEMENTARY SCHOOL,2019,103,27,16,4
580503030008,EAST ISLIP MIDDLE SCHOOL,2019,171,19,35,4
580504030000,SAYVILLE UNION FREE SCHOOL DISTRICT,2019,244,8,26,1
580504030001,CHERRY AVENUE ELEMENTARY SCHOOL,2019,26,6,0,0
580504030003,SUNRISE DRIVE ELEMENTARY SCHOOL,2019,24,6,2,1
580504030004,SAYVILLE HIGH SCHOOL,2019,84,9,11,1
580504030005,SAYVILLE MIDDLE SCHOOL,2019,63,9,7,1
580504030006,LINCOLN AVENUE ELEMENTARY SCHOOL,2019,47,12,6,1
580505020000,BAYPORT-BLUE POINT UNION FREE SCHOOL DISTRICT,2019,263,12,29,1
580505020002,BLUE POINT ELEMENTARY SCHOOL,2019,20,9,4,2
580505020003,SYLVAN AVENUE ELEMENTARY SCHOOL,2019,61,19,2,1
580505020004,BAYPORT-BLUE POINT HIGH SCHOOL,2019,86,11,14,2
580505020005,ACADEMY STREET ELEMENTARY SCHOOL,2019,28,9,0,0
580505020006,JAMES WILSON YOUNG MIDDLE SCHOOL,2019,68,13,9,2
580506030000,HAUPPAUGE UNION FREE SCHOOL DISTRICT,2019,343,10,42,1
580506030003,PINES ELEMENTARY SCHOOL,2019,28,7,2,0
580506030004,BRETTON WOODS ELEMENTARY SCHOOL,2019,72,12,9,2
580506030005,HAUPPAUGE MIDDLE SCHOOL,2019,86,11,9,1
580506030007,HAUPPAUGE HIGH SCHOOL,2019,132,11,22,2
580506030008,FOREST BROOK ELEMENTARY SCHOOL,2019,25,7,0,0
580507060000,CONNETQUOT CENTRAL SCHOOL DISTRICT,2019,1080,19,205,4
580507060002,HELEN B DUFFIELD ELEMENTARY SCHOOL,2019,63,17,13,4
580507060003,JOHN PEARL ELEMENTARY SCHOOL,2019,50,24,5,2
580507060004,EDITH L SLOCUM ELEMENTARY SCHOOL,2019,86,27,16,5
580507060005,SYCAMORE AVENUE ELEMENTARY SCHOOL,2019,77,18,11,3
580507060006,CONNETQUOT HIGH SCHOOL,2019,351,18,66,3
580507060007,CHEROKEE STREET ELEMENTARY SCHOOL,2019,132,25,22,4
580507060008,IDLE HOUR ELEMENTARY SCHOOL,2019,20,9,4,2
580507060009,EDWARD J BOSTI ELEMENTARY SCHOOL,2019,49,16,4,1
580507060010,RONKONKOMA MIDDLE SCHOOL,2019,149,21,44,6
580507060011,OAKDALE-BOHEMIA MIDDLE SCHOOL,2019,103,16,20,3
580509030000,WEST ISLIP UNION FREE SCHOOL DISTRICT,2019,514,13,89,2
580509030001,BAYVIEW ELEMENTARY SCHOOL,2019,31,8,13,3
580509030004,MANETUCK ELEMENTARY SCHOOL,2019,56,13,8,2
580509030005,OQUENOCK ELEMENTARY SCHOOL,2019,66,16,8,2
580509030007,PAUL J BELLEW ELEMENTARY SCHOOL,2019,42,9,8,2
580509030010,BEACH STREET MIDDLE SCHOOL,2019,59,12,18,4
580509030011,UDALL ROAD MIDDLE SCHOOL,2019,75,15,10,2
580509030012,WEST ISLIP SENIOR HIGH SCHOOL,2019,185,13,24,2
580512030000,BRENTWOOD UNION FREE SCHOOL DISTRICT,2019,14138,77,1369,7
580512030001,SOUTHWEST ELEMENTARY SCHOOL,2019,729,73,81,8
580512030002,EAST ELEMENTARY SCHOOL,2019,305,62,37,8
580512030003,HEMLOCK ELEMENTARY SCHOOL,2019,512,77,47,7
580512030004,LAUREL PARK ELEMENTARY SCHOOL,2019,547,84,40,6
580512030005,LORETTA PARK ELEMENTARY SCHOOL,2019,590,83,61,9
580512030006,NORTH ELEMENTARY SCHOOL,2019,722,79,82,9
580512030007,NORTHEAST ELEMENTARY SCHOOL,2019,856,82,82,8
580512030009,OAK PARK ELEMENTARY SCHOOL,2019,597,76,74,9
580512030010,PINE PARK ELEMENTARY SCHOOL,2019,345,63,55,10
580512030012,SOUTHEAST ELEMENTARY SCHOOL,2019,535,79,45,7
580512030013,TWIN PINES ELEMENTARY SCHOOL,2019,671,80,55,7
580512030015,WEST MIDDLE SCHOOL,2019,691,77,68,8
580512030016,NORTH MIDDLE SCHOOL,2019,947,81,87,7
580512030018,BRENTWOOD HIGH SCHOOL,2019,3413,74,288,6
580512030020,EAST MIDDLE SCHOOL,2019,924,83,82,7
580512030021,SOUTH MIDDLE SCHOOL,2019,835,80,79,8
580512030026,FRESHMAN CENTER,2019,919,76,106,9
580513030000,CENTRAL ISLIP UNION FREE SCHOOL DISTRICT,2019,4053,54,388,5
580513030001,CORDELLO AVENUE ELEMENTARY SCHOOL,2019,326,54,32,5
580513030002,FRANCIS J O'NEILL SCHOOL,2019,379,55,21,3
580513030003,MARGUERITE L MULVEY SCHOOL,2019,374,61,26,4
580513030005,CHARLES A MULLIGAN MIDDLE SCHOOL,2019,505,52,66,7
580513030006,CENTRAL ISLIP SENIOR HIGH SCHOOL,2019,1180,50,127,5
580513030007,ANDREW T MORROW SCHOOL,2019,356,55,35,5
580513030008,RALPH REED SCHOOL,2019,621,54,64,6
580513030009,CENTRAL ISLIP EARLY CHILDHOOD CENTER,2019,312,60,17,3
580514020000,FIRE ISLAND UNION FREE SCHOOL DISTRICT,2019,0,0,0,0
580514020001,WOODHULL SCHOOL,2019,0,0,0,0
580601040000,SHOREHAM-WADING RIVER CENTRAL SCHOOL DISTRICT,2019,68,3,5,0
580601040002,MILLER AVENUE SCHOOL,2019,13,3,0,0
580601040003,WADING RIVER SCHOOL,2019,11,3,2,0
580601040004,ALBERT G PRODELL MIDDLE SCHOOL,2019,21,4,1,0
580601040005,SHOREHAM-WADING RIVER HIGH SCHOOL,2019,23,3,2,0
580602040000,RIVERHEAD CENTRAL SCHOOL DISTRICT,2019,2737,49,160,3
580602040002,ROANOKE AVENUE SCHOOL,2019,206,55,10,3
580602040003,AQUEBOGUE ELEMENTARY SCHOOL,2019,204,40,5,1
580602040004,PHILLIPS AVENUE SCHOOL,2019,308,56,6,1
580602040006,RIVERHEAD MIDDLE SCHOOL,2019,467,55,25,3
580602040007,RILEY AVENUE SCHOOL,2019,199,37,14,3
580602040008,RIVERHEAD SENIOR HIGH SCHOOL,2019,876,46,73,4
580602040009,PULASKI STREET ELEMENTARY SCHOOL,2019,477,57,27,3
580602860032,RIVERHEAD CHARTER SCHOOL,2019,547,100,0,0
580603020000,LITTLE FLOWER UNION FREE SCHOOL DISTRICT,2019,11,12,0,0
580603020001,LITTLE FLOWER SCHOOL,2019,11,12,0,0
580701020000,SHELTER ISLAND UNION FREE SCHOOL DISTRICT,2019,63,32,3,2
580701020001,SHELTER ISLAND SCHOOL,2019,63,32,3,2
580801060000,SMITHTOWN CENTRAL SCHOOL DISTRICT,2019,710,8,88,1
580801060001,DOGWOOD ELEMENTARY SCHOOL,2019,28,7,4,1
580801060004,MILLS POND ELEMENTARY SCHOOL,2019,27,7,1,0
580801060005,MOUNT PLEASANT ELEMENTARY SCHOOL,2019,38,7,10,2
580801060007,SAINT JAMES ELEMENTARY SCHOOL,2019,50,10,3,1
580801060008,SMITHTOWN ELEMENTARY SCHOOL,2019,56,13,4,1
580801060013,ACCOMPSETT ELEMENTARY SCHOOL,2019,46,9,3,1
580801060014,SMITHTOWN HIGH SCHOOL EAST,2019,99,6,11,1
580801060016,NESAQUAKE MIDDLE SCHOOL,2019,34,6,7,1
580801060018,TACKAN ELEMENTARY SCHOOL,2019,79,13,10,2
580801060019,ACCOMPSETT MIDDLE SCHOOL,2019,51,9,7,1
580801060022,SMITHTOWN HIGH SCHOOL-WEST,2019,137,9,16,1
580801060024,GREAT HOLLOW MIDDLE SCHOOL,2019,65,7,12,1
580805060000,KINGS PARK CENTRAL SCHOOL DISTRICT,2019,265,9,17,1
580805060001,RJ O INTERMEDIATE SCHOOL,2019,39,9,2,0
580805060004,KINGS PARK HIGH SCHOOL,2019,82,7,8,1
580805060005,PARKVIEW ELEMENTARY SCHOOL,2019,30,8,0,0
580805060006,FORT SALONGA ELEMENTARY SCHOOL,2019,45,11,4,1
580805060007,WILLIAM T ROGERS MIDDLE SCHOOL,2019,69,10,3,0
580901020000,REMSENBURG-SPEONK UNION FREE SCHOOL DISTRICT,2019,22,17,4,3
580901020001,REMSENBURG-SPEONK ELEMENTARY SCHOOL,2019,22,17,4,3
580902020000,WESTHAMPTON BEACH UNION FREE SCHOOL DISTRICT,2019,513,28,48,3
580902020001,WESTHAMPTON BEACH SENIOR HIGH SCHOOL,2019,240,24,19,2
580902020002,WESTHAMPTON BEACH ELEMENTARY SCHOOL,2019,161,43,15,4
580902020004,WESTHAMPTON MIDDLE SCHOOL,2019,112,27,14,3
580903020000,QUOGUE UNION FREE SCHOOL DISTRICT,2019,4,5,0,0
580903020001,QUOGUE ELEMENTARY SCHOOL,2019,4,5,0,0
580905020000,HAMPTON BAYS UNION FREE SCHOOL DISTRICT,2019,1081,54,141,7
580905020001,HAMPTON BAYS HIGH SCHOOL,2019,338,50,50,7
580905020002,HAMPTON BAYS ELEMENTARY SCHOOL,2019,382,57,41,6
580905020004,HAMPTON BAYS MIDDLE SCHOOL,2019,361,54,50,8
580906030000,SOUTHAMPTON UNION FREE SCHOOL DISTRICT,2019,645,43,73,5
580906030001,SOUTHAMPTON ELEMENTARY SCHOOL,2019,224,51,20,5
580906030002,SOUTHAMPTON INTERMEDIATE SCHOOL,2019,169,39,30,7
580906030003,SOUTHAMPTON HIGH SCHOOL,2019,252,39,23,4
580909020000,BRIDGEHAMPTON UNION FREE SCHOOL DISTRICT,2019,98,48,0,0
580909020001,BRIDGEHAMPTON SCHOOL,2019,98,48,0,0
580910080000,SAGAPONACK COMMON SCHOOL DISTRICT,2019,0,0,0,0
580910080001,SAGAPONACK SCHOOL,2019,0,0,0,0
